horizon,model,qlike_mean,qlike_median,mse,collapsed,dm_vs_har,p_vs_har,n_obs,mcs_pvalue,in_mcs,qlike_delta_vs_har,block
5,har,0.2090336110339613,0.059478715524635795,0.002464549938138427,0,,,720,0.1695,True,0.0,baseline
5,har_x__atm_ivar_30,0.20329096444183353,0.0569010331282771,0.0022126662990460096,0,-0.6191828929875537,0.5357958802127831,720,1.0,True,-0.005742646592127754,option
5,har_x__atm_iv_30,0.20888594111896666,0.051548927484063256,0.002129247030376673,0,-0.013790434727388768,0.9889971737911067,720,0.972,True,-0.00014766991499462478,option
5,har_x__skew_25d_30,0.22299141862958152,0.05521883432588337,0.0024469953575059562,0,2.1559386920835584,0.03108845269103977,720,0.342,True,0.013957807595620236,option
5,har_x__term_slope_30_91,0.20383912437294602,0.07596322140810041,0.0023969214968610833,0,-0.5145285162716089,0.6068825284913366,720,0.9795,True,-0.0051944866610152685,option
5,har_x__vix_vol,0.20749567288133902,0.05337392628895732,0.002201108269354715,0,-0.18470387549773098,0.8534613062742333,720,0.972,True,-0.0015379381526222646,option
5,har_x__spy_put_call,0.2108766080702159,0.05889748868520128,0.0024539454926787462,0,1.4772138466486984,0.13961832325077594,720,0.5365,True,0.0018429970362546233,option
5,har_x__gdelt_tone_mkt,0.24179762121728834,0.0577294063746735,0.0024311778599975247,0,2.7299778948078086,0.006333857243496999,720,0.046,False,0.03276401018332706,news
5,har_x__gdelt_share_mkt,0.2105610641407922,0.06394608887783626,0.0024784815607506116,0,1.6386030405235472,0.10129595870502106,720,0.4595,True,0.0015274531068309172,news
5,har_x__gdelt_tone_econ,0.23245701816163852,0.05499923296306142,0.002428537763677271,0,2.414841963550324,0.015742038241566725,720,0.2535,True,0.023423407127677237,news
5,har_x__gdelt_share_econ,0.21327280680610747,0.05818620216397963,0.0024629026168869516,0,1.5756996006232469,0.11509504954609473,720,0.627,True,0.0042391957721461815,news
5,har_x__wiki_attention,0.20953955179118286,0.05967362081709571,0.0024678242083780878,0,0.4956361179040641,0.620151165547238,720,0.627,True,0.0005059407572215735,attention
5,har_x__epu_log,0.2068566987900699,0.060545406390817624,0.002474142941740346,0,-0.7928655624173793,0.42785615331376015,720,0.972,True,-0.0021769122438913824,uncertainty
5,har_x__emv_overall,0.21009595672294745,0.05993245641473799,0.0025012495531566595,0,0.6335934434795035,0.5263461808042296,720,0.627,True,0.001062345688986166,uncertainty
5,har_x__is_fomc,0.2073373774616225,0.061113078715982816,0.002451259386302533,0,-1.6098960609263744,0.10742054908537124,720,0.972,True,-0.001696233572338779,calendar
5,har_x__is_cpi,0.20866113696622007,0.060345259462124656,0.002457551727481751,0,-0.593052454698301,0.5531460481353119,720,0.864,True,-0.00037247406774121306,calendar
5,har_x__is_payrolls,0.20840193305148028,0.06032061492700724,0.0024665217100845868,0,-2.4577698857570196,0.013980272171971952,720,0.864,True,-0.0006316779824810104,calendar
21,har,0.2451792702562146,0.10230076220995954,0.002433405259053657,0,,,720,0.8775,True,0.0,baseline
21,har_x__atm_ivar_30,0.24848815210905925,0.10414389847741001,0.0023900895418385907,0,0.720864171679583,0.470993088437498,720,0.8775,True,0.0033088818528446418,option
21,har_x__atm_iv_30,0.2500952460331139,0.08583419870390463,0.002231821286399832,0,0.29674187762121546,0.7666635825417321,720,0.9945,True,0.004915975776899284,option
21,har_x__skew_25d_30,0.2549215401687697,0.08987005729936492,0.0024082434925698196,0,0.6513025215323621,0.5148512210061207,720,0.8775,True,0.009742269912555113,option
21,har_x__term_slope_30_91,0.25414783665811946,0.13303059744436285,0.002507291618570533,0,0.8787062070299736,0.37956059230563755,720,0.8775,True,0.008968566401904854,option
21,har_x__vix_vol,0.24928304502747217,0.08453444561258516,0.0022943768051278185,0,0.2573603652736144,0.7969005965219425,720,0.9945,True,0.004103774771257562,option
