horizon,shar_intercept,shar_b_pos,shar_b_neg,shar_b_weekly,shar_b_monthly,har_b_daily,har_b_weekly,har_b_monthly,corr_semivols,corr_pos_rv,corr_neg_rv,n_obs
1,0.011453017216301875,0.16842674622141457,0.5703475208033819,0.3685945788445541,0.014904913723201761,0.5255949994943796,0.3480949579247129,0.020386204873391194,0.9187327279717497,0.9808004091738394,0.9777127361319813,1806
5,0.025834899232321042,0.2222038532571946,0.4380448695065336,0.31213661144926763,0.04028138126269791,0.46237669170056733,0.3064843266194841,0.04261718382412134,0.9187327279717497,0.9808004091738394,0.9777127361319813,1806
21,0.05950348247795075,0.14728886389133214,0.2687333103831454,0.2651013934049425,0.011148091646478763,0.29054328733896023,0.2628829335680214,0.01235244090857028,0.9187327279717497,0.9808004091738394,0.9777127361319813,1806
