n_overlapping,mean_variance_points,mean_vol_points_equivalent,nw_tstat_overlapping,n_non_overlapping,mean_non_overlapping,tstat_non_overlapping,sharpe_annualised,share_positive,worst_observation,model
723,-0.018676401165495005,-0.13666163018746338,-7.048364371450912,35,-0.01823217591020626,-4.272333165060058,-2.501622148465529,0.051175656984785614,-0.2081974773519496,long_variance_swap_vix
