date,target,persistence,har,shar,har_rv_iv,har_x_lasso,hgb,lstm,lstm_x,combination
2022-10-07,0.2053911625740348,0.16004537155,0.15465028954612275,0.15387063137212947,0.15499425509128087,0.15951277599543118,0.15514679661160025,0.1734197437763214,0.1844201385974884,0.1622878044271963
2022-10-10,0.20422313290929997,0.204818138917,0.17256283246825282,0.17285726352741218,0.1728486681218931,0.18149825955312823,0.14831591579895562,0.174302339553833,0.1829313486814499,0.17218808967213212
2022-10-11,0.20323519384257638,0.190487364783,0.17011544802146464,0.1706516300037692,0.17049919437672179,0.17302535829330257,0.1724734199840367,0.174897700548172,0.18115858733654022,0.1732601912234296
2022-10-12,0.2034991408650405,0.172205243508,0.1630163668072665,0.16362465288301126,0.16350457462089601,0.1684554705991179,0.14443566330897653,0.17475277185440063,0.18383118510246277,0.1659458121680188
2022-10-13,0.19533649263621686,0.301046489396,0.21230613948753957,0.21131276024060025,0.21205002205585582,0.21317518069807034,0.18325934796320711,0.1819896101951599,0.19352538883686066,0.2010883499253277
2022-10-14,0.18649232735675858,0.299432320538,0.22005642544627196,0.21643066532600874,0.2196307644119781,0.20030865299132222,0.16726932593052432,0.18889981508255005,0.19285805523395538,0.20077910063180154
2022-10-17,0.18889165231905936,0.169466832096,0.1738904866150378,0.17428505321419166,0.1739312567594171,0.17918493265201857,0.14482804972819577,0.1877964735031128,0.19062699377536774,0.17493474946390591
2022-10-18,0.18472033384993544,0.212358224511,0.18959075109721116,0.18807037203968763,0.18937854360044998,0.18478522073882558,0.16265912219254317,0.18950971961021423,0.18695853650569916,0.1844217522549473
2022-10-19,0.1829281996700793,0.176343023448,0.17747890675800004,0.17689885216217244,0.177431729421634,0.17568659663922243,0.1723260676923237,0.1890246868133545,0.1856040507555008,0.17920727003460116
2022-10-20,0.18052243856139435,0.199325348505,0.17842488048770974,0.178580909462287,0.1783319492568378,0.1763660007519227,0.1810063601247064,0.18872225284576416,0.1864827424287796,0.1811307279082868
2022-10-21,0.1757573514203716,0.213652013516,0.17883293422049876,0.1796728913738863,0.17876670188387808,0.18587789093125692,0.19608042142546808,0.1877918541431427,0.1872679591178894,0.1848986647280029
2022-10-24,0.16984213441553306,0.221448542328,0.18469571563914006,0.18510513186931143,0.18456063530324582,0.18814781669438024,0.17643021928394442,0.18791261315345764,0.18446724116802216,0.18447419615878596
2022-10-25,0.169437907810734,0.132051873527,0.14959392561093815,0.14972442786287266,0.14973383486375988,0.16131967173270503,0.16046933537609173,0.18289905786514282,0.18552707135677338,0.16275247495261194
2022-10-26,0.16565937843894188,0.168870974825,0.16185587828532932,0.16222676695694543,0.16178958571829585,0.15733458843243,0.17546488175170724,0.180831640958786,0.18571390211582184,0.16931674917418796
2022-10-27,0.16167243931097522,0.187673550394,0.1677139535418254,0.1666521894499513,0.1675514930190404,0.15974816223810911,0.1772871663558134,0.1795918047428131,0.18412663042545319,0.17181019996757227
2022-10-28,0.162051338017978,0.109464676769,0.1350151583376839,0.13426679622075025,0.13516160824166956,0.14357732898531828,0.18496518537779766,0.1738262176513672,0.1873673051595688,0.1563113714248794
2022-10-31,0.16408635652025355,0.150188753629,0.14450681993114506,0.1441667734840652,0.14456728507805638,0.1577507673598683,0.18464021607265674,0.1709287166595459,0.1858062893152237,0.1617666954143659
2022-11-01,0.16347494962519046,0.158321349353,0.14915220644404853,0.14611632937042524,0.14915397217725337,0.154317718491739,0.1524003036944888,0.16922983527183533,0.18124441802501678,0.15737354049640098
2022-11-02,0.1513530685242627,0.308059695022,0.20789275427144432,0.20724462831568208,0.2071820696294158,0.18994041194991762,0.2005825437690178,0.17662861943244934,0.18959449231624603,0.19700935995488186
2022-11-03,0.14783949599577156,0.183412364473,0.16525853535718654,0.16597328184208474,0.16497043418718849,0.1555481958979763,0.19249838827311994,0.17633429169654846,0.18725426495075226,0.1725481988864081
2022-11-04,0.13853339260508188,0.2702769426,0.20443295601931422,0.2050487982252939,0.20356735081578353,0.1818024058264223,0.1742012288780702,0.18228629231452942,0.18929478526115417,0.19151911676293823
2022-11-07,0.13950562777406708,0.126554177814,0.15625522090611227,0.15626562417399253,0.15584375524640234,0.1607931836415032,0.16244285832834585,0.1914849877357483,0.1807135045528412,0.1662570192264208
2022-11-08,0.1367995526478554,0.178614656221,0.1746823105432294,0.17461193486386803,0.1740862043889096,0.15253831629832537,0.15749972982284707,0.19208313524723053,0.1764126420021057,0.17170203902378797
2022-11-09,0.13421320288393895,0.166829290479,0.16166110010721957,0.16139131248158786,0.1614088394773441,0.1549744054146477,0.16581547786433484,0.18814975023269653,0.17441482841968536,0.1668308162853594
2022-11-10,0.13032597690777292,0.178631264173,0.1653060036367323,0.16610265342031844,0.16468490567066302,0.16268465386110684,0.14918360518064158,0.18630187213420868,0.18137818574905396,0.16794883995038926
2022-11-11,0.13847987233710232,0.149205677683,0.1477121679283666,0.14841900714400247,0.1472293635132582,0.14044650620402618,0.15442341482587985,0.17968596518039703,0.17640462517738342,0.15633157856761626
2022-11-14,0.1505309586634808,0.136907317339,0.14523408656512019,0.14482536960469633,0.14493903085471735,0.14165004264884845,0.14918360518064158,0.17384353280067444,0.1728329360485077,0.15321551481474374
2022-11-15,0.14699729966666245,0.218249944769,0.17515244360937188,0.17567087920318986,0.17440765816381418,0.1536662498741897,0.15080993708088947,0.178603857755661,0.17015127837657928,0.16835175772338506
2022-11-16,0.14924877067116954,0.111213620459,0.1364575296432157,0.13546518407259944,0.13635388940476864,0.14234673436301773,0.15830614646640614,0.17058587074279785,0.17167620360851288,0.15017022261447405
2022-11-17,0.14905388609978393,0.131379132109,0.1404332428924516,0.14107010256385372,0.14028865630083315,0.1576787228668966,0.15830614646640614,0.16626110672950745,0.17089955508708954,0.15356250470100546
2022-11-18,0.14850313145990748,0.146180405454,0.14528449905070046,0.14506814413016494,0.1450117473045321,0.16028553743757867,0.1569459203455904,0.16472899913787842,0.171073779463768,0.15548551812431613
2022-11-21,0.14909586873184702,0.0999769659304,0.12813262537012662,0.12846831257495006,0.1281150504640826,0.1409869243934639,0.14282913464938055,0.15865783393383026,0.16652408242225647,0.14195913768687005
2022-11-22,0.151527857698235,0.0781616391448,0.112408820266568,0.11282969917551139,0.11259038202869459,0.11378415313848236,0.1510555023156824,0.14969554543495178,0.1621321141719818,0.13064231664741036
2022-11-23,0.15335659846294505,0.120655007735,0.1276125979245902,0.12843814292844477,0.12747506717355328,0.12994779986641655,0.15039861112629582,0.14774294197559357,0.161573588848114,0.1390269642632869
2022-11-25,0.15491553082063658,0.0439059498229,0.09697348745965846,0.09721375193974924,0.09735371744917036,0.10392817601096171,0.1398309116611279,0.13769946992397308,0.159592404961586,0.11894170277231811
2022-11-28,0.15648393739188185,0.0884040092142,0.10828348125695533,0.10728462199716396,0.10876505977928219,0.12463191498345963,0.14445546654962843,0.13399770855903625,0.15608158707618713,0.126214262885959
