horizon,shar_intercept,shar_b_pos,shar_b_neg,shar_b_weekly,shar_b_monthly,har_b_daily,har_b_weekly,har_b_monthly,corr_semivols,corr_pos_rv,corr_neg_rv,n_obs
1,0.01146907279371242,0.16776380806084648,0.5709612379329501,0.3685624730038438,0.0149892843899743,0.525605529689364,0.3479938977617457,0.02043112226039476,0.9186383206250232,0.980782728963529,0.9776817509381404,1801
5,0.025921537999154677,0.22167862974366756,0.4380661686752985,0.3120299219257175,0.040467760089827665,0.4620415505041095,0.30634969788718835,0.04278224799874384,0.9186383206250232,0.980782728963529,0.9776817509381404,1801
21,0.0596687032772938,0.1496411796386166,0.2675195641179355,0.26423376619394195,0.010087873893823266,0.2912103781010677,0.2622829820740855,0.011219826777745457,0.9186383206250232,0.980782728963529,0.9776817509381404,1801
