horizon,shar_intercept,shar_b_pos,shar_b_neg,shar_b_weekly,shar_b_monthly,har_b_daily,har_b_weekly,har_b_monthly,corr_semivols,corr_pos_rv,corr_neg_rv,n_obs
1,0.011514411209998634,0.16863697110685572,0.5699468817235364,0.36874819991452906,0.014581684474423167,0.5254269700628557,0.3482666400865269,0.02005915297611175,0.918635442375301,0.9807818010784445,0.9776808073549803,1800
5,0.025936686042481415,0.22279047009073988,0.43767601832344855,0.31161511564797767,0.04016588687471021,0.46248575004182213,0.3060218249970817,0.04248997932524779,0.918635442375301,0.9807818010784445,0.9776808073549803,1800
21,0.05974136223688358,0.14812361183650416,0.26775320235653377,0.2647300343411605,0.010444163839427641,0.2903770125123547,0.2626301743590784,0.011622612863695377,0.918635442375301,0.9807818010784445,0.9776808073549803,1800
