n_overlapping,mean_variance_points,mean_vol_points_equivalent,nw_tstat_overlapping,n_non_overlapping,mean_non_overlapping,tstat_non_overlapping,sharpe_annualised,share_positive,worst_observation,model
720,-0.01882405508344366,-0.13720078382955275,-6.969028960997785,35,-0.018228059955401117,-4.665860475033125,-2.7320481467715028,0.05138888888888889,-0.2081974773519496,long_variance_swap_vix
