date,target,persistence,har,shar,har_rv_iv,har_x_lasso,hgb,lstm,lstm_x,combination
2022-10-13,0.29943232053816765,0.301046489396,0.24489795864493824,0.2114690316862819,0.23874907833857228,0.26797220315642123,0.2384190737778923,0.2293853461742401,0.26647114753723145,0.2424805484736539
2022-10-14,0.16946683209678523,0.299432320538,0.2562968598108748,0.27084451953890076,0.24589498711003355,0.2566700802436729,0.2384190737778923,0.2592625021934509,0.23674297332763672,0.2520187137146374
2022-10-17,0.21235822451122538,0.169466832096,0.18943045524587393,0.1849270451518788,0.1903125210222406,0.21649627867796983,0.19131932173143018,0.21720770001411438,0.207248717546463,0.19956314848428153
2022-10-18,0.17634302344767713,0.212358224511,0.21234678289279207,0.22145371419422732,0.2070462193162191,0.2224189874469157,0.19506372947931216,0.20968526601791382,0.19828692078590393,0.20947166001904058
2022-10-19,0.19932534850533187,0.176343023448,0.19499082361360062,0.20092177489820606,0.19369864750739565,0.21984106725016891,0.19651835762902617,0.19568610191345215,0.19811135530471802,0.19996687544522396
2022-10-20,0.21365201351602564,0.199325348505,0.19713119950055008,0.1997444585244827,0.19478807249805194,0.2180213921800735,0.19557046460010785,0.1968916654586792,0.20091599225997925,0.2004376064317035
2022-10-21,0.22144854232728647,0.213652013516,0.19685889273944235,0.18887270324948835,0.19524054197933502,0.21557709659274712,0.19557046460010785,0.20200717449188232,0.20513653755187988,0.199894773029269
2022-10-24,0.13205187352658349,0.221448542328,0.20526915370189946,0.20658816863975416,0.20194447130815274,0.21769948665427166,0.19651835762902617,0.21010243892669678,0.20619627833366394,0.2063311935990664
2022-10-25,0.16887097482514868,0.132051873527,0.15437405342932548,0.14733595494387894,0.15769379888882012,0.1872812535396118,0.16316704837234933,0.1761026680469513,0.19943702220916748,0.16934168563287205
2022-10-26,0.18767355039394337,0.168870974825,0.17185600982385751,0.17246564079197446,0.17015012444648026,0.18906748875484808,0.1898032212055481,0.17205387353897095,0.19261977076530457,0.17971658990385483
2022-10-27,0.10946467676845714,0.187673550394,0.1801173209334354,0.18713882260356862,0.17607422145720927,0.19386648403620602,0.1898032212055481,0.17904651165008545,0.19460877776145935,0.18580790852107315
2022-10-28,0.15018875362858966,0.109464676769,0.13263308022366396,0.12074668615039937,0.13610814253562417,0.1604808499085783,0.16316704837234933,0.15053796768188477,0.17908617854118347,0.1489657076305262
2022-10-31,0.1583213493529625,0.150188753629,0.14636189605834826,0.15045933684389534,0.14782020901703571,0.16500785664404966,0.17982001036581036,0.14950132369995117,0.16756823658943176,0.15807698131693176
2022-11-01,0.30805969502233166,0.158321349353,0.1527488754510735,0.16221577221965838,0.15276251474278002,0.16825484702273621,0.18120375347310197,0.15496733784675598,0.16527849435806274,0.16249022787345266
2022-11-02,0.18341236447267126,0.308059695022,0.23830527641554217,0.24525406965675828,0.22094512053787815,0.20912612674892644,0.2651224616146459,0.219682514667511,0.18273398280143738,0.22588136463467134
2022-11-03,0.2702769425998748,0.183412364473,0.1767305685786587,0.17324086430060429,0.1695684460909426,0.1773481645523436,0.1698971030057986,0.20336505770683289,0.18961364030838013,0.17996626350622297
2022-11-04,0.12655417781392284,0.2702769426,0.23346651342510802,0.2341511103203509,0.21212984078162084,0.193268963422779,0.1773029062540543,0.22771617770195007,0.1944105625152588,0.2103494392030174
2022-11-07,0.17861465622080402,0.126554177814,0.16099661128423048,0.16263064960784374,0.1533723402027638,0.1583199389177586,0.15410558598101307,0.18235111236572266,0.18082374334335327,0.16465714024324082
2022-11-08,0.16682929047955578,0.178614656221,0.1883010425029503,0.19124897282220393,0.17728190237890387,0.17673597220330578,0.1637906196282953,0.17909884452819824,0.18266922235488892,0.17987522520267804
2022-11-09,0.1786312641726078,0.166829290479,0.17004176826279183,0.1737078120561954,0.16533986600658498,0.1758276866211389,0.1684424748560846,0.1724030077457428,0.18046313524246216,0.17231796439871436
2022-11-10,0.14920567768271153,0.178631264173,0.17542521449465337,0.16402895265843148,0.16394332694147615,0.16771312692478932,0.15801852857259766,0.17592906951904297,0.18469452857971191,0.169964678241529
2022-11-11,0.13690731733850314,0.149205677683,0.150601632024645,0.14885822449651331,0.14152973894500506,0.13664949635047033,0.13344626706003804,0.17418871819972992,0.13371875882148743,0.14557040512826985
2022-11-14,0.21824994476857032,0.136907317339,0.1458562517107165,0.14898084511917536,0.14029873001396356,0.14235864314713845,0.14422106909606786,0.16919206082820892,0.1326063573360443,0.14621627960733072
2022-11-15,0.1112136204586075,0.218249944769,0.18875120026820907,0.18942308025509358,0.17484875196344984,0.16215036799881097,0.15516797126201826,0.1711834818124771,0.15003690123558044,0.17022310782794844
2022-11-16,0.13137913210882768,0.111213620459,0.13224856779589161,0.13638923375860226,0.13025648178183188,0.1414486718032419,0.15665357140541422,0.1634988933801651,0.14458328485488892,0.14358267211143372
2022-11-17,0.14618040545404162,0.131379132109,0.13784300885588308,0.131235143676111,0.13513350407592262,0.1420230524596148,0.15572583913205254,0.15867199003696442,0.14118456840515137,0.14311672952024285
2022-11-18,0.09997696593033617,0.146180405454,0.14475122956191191,0.14734266413001035,0.13965079981452047,0.14302976913356066,0.15635428545096852,0.1553119719028473,0.1390852928161621,0.1465037161157116
