date,rv5m_var,rq5m,n_buckets,rv5m,rs_pos_var,rs_neg_var
2020-03-09,0.00120051550679,2.10429333161e-06,75,0.550027188156,0.000661740588068,0.00053877491872
2020-03-10,0.00101276794466,7.25561550357e-07,77,0.505190579934,0.000576050598502,0.000436717346158
2020-03-11,0.000513814095094,2.59219190684e-07,77,0.359834895423,0.000237733993556,0.000276080101539
2020-03-12,0.00379898670548,3.02547180118e-05,75,0.978439906066,0.00210891090389,0.00169007580159
2020-03-13,0.00239140591829,6.83937001838e-06,77,0.776295234694,0.00146651198474,0.000924893933546
2020-03-16,0.00269448400532,7.61826994984e-06,75,0.824020612206,0.00150340063105,0.00119108337427
2020-03-17,0.00235049217942,5.01698430318e-06,77,0.76962590212,0.0011641564506,0.00118633572882
2020-03-18,0.00243229444969,5.26324417356e-06,75,0.782903698626,0.00144126430182,0.000991030147871
2020-03-19,0.00192853284301,3.53154038334e-06,77,0.697130028357,0.000984227710505,0.000944305132501
2020-03-20,0.00165450901142,2.86005669669e-06,77,0.645706025122,0.00059547193093,0.00105903708049
2020-03-23,0.00298598817679,1.13338542961e-05,77,0.867449722204,0.00143603972324,0.00154994845355
2020-03-24,0.000784192981959,5.66791904191e-07,77,0.444540922136,0.000475354784981,0.000308838196978
2020-03-25,0.00129963597147,1.67909327687e-06,77,0.572283378066,0.000584445871059,0.000715190100409
2020-03-26,0.0012125354155,4.6619635636e-06,77,0.552773845895,0.000867973449597,0.000344561965901
2020-03-27,0.000606873881117,4.27417638926e-07,77,0.391065490732,0.000272867248387,0.000334006632729
2020-03-30,0.000313297573116,1.23032350652e-07,77,0.280982185245,0.00017259617376,0.000140701399356
2020-03-31,0.000422484372528,2.05453649724e-07,77,0.326291375732,0.000207529876085,0.000214954496443
2020-04-01,0.000330569795657,1.38528913291e-07,77,0.288623610444,0.000178881337523,0.000151688458134
2020-04-02,0.00077686222112,6.04445380632e-07,77,0.442458223703,0.000477797939639,0.000299064281481
2020-04-03,0.000361787321431,1.48046612064e-07,77,0.301944374017,0.000171711155218,0.000190076166213
2020-04-06,0.000292341880765,2.88062650896e-07,77,0.27142246398,0.000209776459357,8.25654214076e-05
2020-04-07,0.000691064411685,8.65137774308e-07,77,0.417310713671,0.000228775371009,0.000462289040676
2020-04-08,0.000238194559819,5.08570501022e-08,77,0.245000059336,0.000157805644909,8.03889149096e-05
2020-04-09,0.000386244583841,1.43887537879e-07,77,0.311983389186,0.000193207289808,0.000193037294032
2020-04-13,0.000274995245797,7.59001446487e-08,77,0.263246656087,0.000122725023182,0.000152270222616
2020-04-14,0.000141173877506,2.43901734988e-08,77,0.188615527281,9.68448017248e-05,4.43290757811e-05
2020-04-15,0.000194144750046,3.92269940677e-08,77,0.221188781387,8.85036756362e-05,0.000105641074409
2020-04-16,0.00019588342575,4.08984456056e-08,77,0.222177008912,0.000101891746395,9.39916793548e-05
2020-04-17,0.00012692990943,1.75002812908e-08,77,0.17884724537,6.93145091749e-05,5.76154002554e-05
2020-04-20,0.000141296448088,1.94822228526e-08,77,0.188697389802,6.13128844494e-05,7.99835636384e-05
2020-04-21,0.000269196090888,6.0048852437e-08,77,0.260456166953,0.000112253053197,0.00015694303769
2020-04-22,8.86763185467e-05,1.40208718688e-08,77,0.14948723114,3.7060321026e-05,5.16159975207e-05
2020-04-23,0.000183831860433,6.54894160593e-08,77,0.215233893309,6.57615349325e-05,0.0001180703255
2020-04-24,9.58076235167e-05,8.75747675366e-09,77,0.155381855846,5.21448522408e-05,4.36627712759e-05
2020-04-27,5.47479694138e-05,3.27104262221e-09,77,0.117458453473,2.66268654738e-05,2.812110394e-05
2020-04-28,0.000155465801788,3.34736494178e-08,77,0.197932771543,4.40114387762e-05,0.000111454363012
2020-04-29,7.71401605232e-05,8.19140313274e-09,77,0.139424963518,4.08719288986e-05,3.62682316247e-05
2020-04-30,0.000134643102212,2.44954590771e-08,77,0.184201144832,7.48193559613e-05,5.98237462507e-05
2020-05-01,0.000141374733591,2.54989584114e-08,77,0.188749656596,5.82860422418e-05,8.30886913492e-05
2020-05-04,9.56279984396e-05,1.01074796765e-08,77,0.155236128549,5.67312020191e-05,3.88967964205e-05
2020-05-05,7.88801927748e-05,1.26562756528e-08,77,0.140988682451,2.64074252963e-05,5.24727674785e-05
2020-05-06,0.000105656354744,1.1611122358e-08,77,0.163172918695,3.57899335682e-05,6.98664211757e-05
2020-05-07,6.66221410565e-05,6.9656779611e-09,77,0.129571522898,3.37101137981e-05,3.29120272584e-05
2020-05-08,3.58077551594e-05,1.63347703024e-09,77,0.0949923907488,1.83727746507e-05,1.74349805087e-05
2020-05-11,5.44546994457e-05,3.10186931509e-09,77,0.117143434559,3.34050281686e-05,2.10496712771e-05
2020-05-12,9.24322896499e-05,9.97318152329e-09,77,0.152620237818,2.21789035485e-05,7.02533861014e-05
2020-05-13,0.000278062479979,6.58283902867e-08,77,0.264710681603,0.000135687503154,0.000142374976824
2020-05-14,0.00026125639991,7.43012185678e-08,77,0.256586462576,0.00017626879107,8.49876088395e-05
2020-05-15,0.000149367693185,2.19477746464e-08,77,0.194012006542,9.2236569784e-05,5.7131123401e-05
2020-05-18,6.03576611662e-05,7.44952156715e-09,77,0.123329358281,2.87626745678e-05,3.15949865985e-05
2020-05-19,0.000130510691014,4.64330589157e-08,77,0.18135240317,4.2876719912e-05,8.7633971102e-05
2020-05-20,5.11248971144e-05,2.4399068238e-09,77,0.113505392263,2.7035783412e-05,2.40891137024e-05
2020-05-21,0.000105327252509,1.12136112406e-08,77,0.16291859204,4.20825657543e-05,6.32446867543e-05
2020-05-22,4.44075445767e-05,2.06753764258e-09,77,0.105786110777,2.190276725e-05,2.25047773267e-05
2020-05-26,4.4586487635e-05,2.47158511529e-09,77,0.105999032467,1.53963962233e-05,2.91900914117e-05
2020-05-27,0.000133014277959,2.88271061817e-08,77,0.18308358213,5.76378150333e-05,7.53764629253e-05
2020-05-28,0.000103885159101,2.45901437687e-08,77,0.161799444046,3.73069368576e-05,6.65782222435e-05
2020-05-29,0.000209176042576,1.45022292355e-07,77,0.229591730533,0.000157465217033,5.17108255432e-05
2020-06-01,3.01533094129e-05,2.89411974059e-09,77,0.0871701438111,1.80382707551e-05,1.21150386578e-05
2020-06-02,4.59381053535e-05,2.52229419095e-09,77,0.107593691958,2.39450599622e-05,2.19930453913e-05
2020-06-03,2.82390929491e-05,1.17381925549e-09,77,0.0843578770666,1.64388827361e-05,1.1800210213e-05
2020-06-04,6.63203805052e-05,5.14163125989e-09,77,0.129277747069,3.07871481232e-05,3.55332323821e-05
2020-06-05,6.69618760293e-05,4.71437045555e-09,77,0.129901473276,3.45333577752e-05,3.24285182541e-05
2020-06-08,3.35044118484e-05,1.16885900739e-09,77,0.0918864069696,1.93771503562e-05,1.41272614921e-05
2020-06-09,5.45109819571e-05,3.22908637171e-09,77,0.117203956645,2.93884731625e-05,2.51225087946e-05
2020-06-10,0.000168457726019,4.29174790135e-08,77,0.206037246528,8.46839116718e-05,8.3773814347e-05
2020-06-11,0.000275599634907,7.55068403534e-08,77,0.263535781245,0.000106542197979,0.000169057436928
2020-06-12,0.000551772007187,2.87355649698e-07,77,0.372889455216,0.000258460441867,0.00029331156532
2020-06-15,0.000303404484606,1.96776412055e-07,77,0.276510271275,0.000227995210619,7.54092739867e-05
2020-06-16,0.000283502656412,1.38587536759e-07,77,0.26728761553,0.000104340808598,0.000179161847814
2020-06-17,7.8946957442e-05,7.73786670736e-09,77,0.141048336663,3.54787237795e-05,4.34682336625e-05
2020-06-18,7.70711640939e-05,8.62237273097e-09,77,0.139362596674,4.25840825281e-05,3.44870815658e-05
2020-06-19,0.000180698226237,3.78607382162e-08,77,0.213391548595,6.62763637452e-05,0.000114421862491
2020-06-22,6.07067276087e-05,4.09980059609e-09,77,0.123685469467,3.63646012251e-05,2.43421263836e-05
2020-06-23,4.48241318285e-05,2.28104311986e-09,77,0.106281142357,1.94545516244e-05,2.53695802041e-05
2020-06-24,0.000242550491002,4.06884011621e-08,77,0.247230102804,0.000102347866381,0.000140202624621
2020-06-25,0.000173917710814,3.91689440657e-08,77,0.209349619358,0.000102041405517,7.1876305297e-05
2020-06-26,0.000155477780013,2.83534204572e-08,77,0.197940396492,5.75119694798e-05,9.79658105335e-05
2020-06-29,7.97367951672e-05,9.63295645249e-09,77,0.141752151243,5.60052154748e-05,2.37315796924e-05
2020-06-30,9.80541773275e-05,3.43556547501e-08,77,0.157193042742,5.80456324316e-05,4.00085448959e-05
2020-07-01,6.81586643537e-05,5.34005461889e-09,77,0.131057176137,2.86859353598e-05,3.94727289939e-05
2020-07-02,5.86974834524e-05,4.14542989964e-09,77,0.121621403667,1.81431120633e-05,4.05543713891e-05
2020-07-06,2.64273845172e-05,7.60066075466e-10,77,0.0816069904992,1.27746234336e-05,1.36527610835e-05
2020-07-07,4.85390481766e-05,2.6164647438e-09,77,0.110597649796,2.10600690113e-05,2.74789791653e-05
2020-07-08,6.36062426823e-05,7.09903509076e-09,77,0.126604791204,2.81809293526e-05,3.54253133297e-05
2020-07-09,0.000151479596817,4.01212652396e-08,77,0.19537875626,5.20526057415e-05,9.9426991075e-05
2020-07-10,8.27792943591e-05,1.08160986844e-08,77,0.144431236852,4.86421430831e-05,3.4137151276e-05
2020-07-13,0.000142473360659,4.94847219073e-08,77,0.189481626777,3.12939310412e-05,0.000111179429617
2020-07-14,0.000198632516343,3.75361141589e-08,77,0.223730628477,0.000108715301858,8.99172144856e-05
2020-07-15,0.000126580188269,1.74856240875e-08,77,0.17860069273,5.83823429291e-05,6.81978453396e-05
2020-07-16,4.83164430731e-05,2.76124163561e-09,77,0.110343752222,2.46052051739e-05,2.37112378991e-05
2020-07-17,2.85750188436e-05,1.03478808723e-09,77,0.084858144857,1.35667678366e-05,1.50082510069e-05
2020-07-20,2.47278559691e-05,7.20481388028e-10,77,0.0789393419293,1.49086785957e-05,9.81917737347e-06
2020-07-21,4.82281348265e-05,2.45848669528e-09,77,0.110242868142,2.01725240355e-05,2.8055610791e-05
2020-07-22,3.88149425958e-05,1.61028981007e-09,77,0.0989007863171,2.33081757301e-05,1.55067668657e-05
2020-07-23,8.62192146618e-05,8.25005848437e-09,77,0.147401635319,2.78724898768e-05,5.8346724785e-05
2020-07-24,7.59400258053e-05,7.30297343735e-09,77,0.138336135926,3.33807769541e-05,4.25592488511e-05
2020-07-27,2.24235442931e-05,6.91956350002e-10,77,0.0751713586538,1.5139374526e-05,7.28416976704e-06
2020-07-28,3.59064473971e-05,1.93444965437e-09,77,0.0951232082305,1.51609971394e-05,2.07454502577e-05
2020-07-29,3.13405842936e-05,1.13731734635e-09,77,0.0888697206139,1.81370063233e-05,1.32035779704e-05
2020-07-30,6.76519872869e-05,5.45348575052e-09,77,0.130569141823,3.60947993185e-05,3.15571879684e-05
2020-07-31,8.99525770845e-05,8.14291902576e-09,77,0.15055912269,4.73633491233e-05,4.25892279612e-05
2020-08-03,2.56336415352e-05,7.53162124e-10,77,0.08037211996,1.40227237757e-05,1.16109177595e-05
2020-08-04,2.75957257784e-05,8.58501137602e-10,77,0.0833913838244,1.61630922324e-05,1.1432633546e-05
2020-08-05,1.64680236462e-05,5.49545541373e-10,77,0.0644200431454,1.02769833271e-05,6.1910403191e-06
2020-08-06,2.48452320862e-05,8.14752929764e-10,77,0.07912647146,1.44685342468e-05,1.03766978393e-05
2020-08-07,5.33313552698e-05,2.52898296461e-09,77,0.115928864085,2.69958676758e-05,2.6335487594e-05
2020-08-10,3.09985838985e-05,1.96601181572e-09,77,0.088383500397,1.3829699663e-05,1.71688842355e-05
2020-08-11,9.04830337108e-05,2.04743859034e-08,77,0.151002398971,2.81111497469e-05,6.23718839639e-05
2020-08-12,2.27842551291e-05,4.85226421249e-10,77,0.0757735593234,1.35757524258e-05,9.20850270324e-06
2020-08-13,2.91815344538e-05,8.60119084951e-10,77,0.0857539893088,1.44240940235e-05,1.47574404304e-05
2020-08-14,3.18578310972e-05,1.89555308989e-09,77,0.0896000749804,1.90762909754e-05,1.27815401218e-05
2020-08-17,7.09232839369e-06,7.82534199675e-11,77,0.0422760778125,3.55598584807e-06,3.53634254561e-06
2020-08-18,3.28844385392e-05,3.71783130993e-09,77,0.0910322937857,9.78141547788e-06,2.31030230614e-05
2020-08-19,2.32743003927e-05,1.7928180903e-09,77,0.0765840956006,5.5694979657e-06,1.7704802427e-05
2020-08-20,1.85892749143e-05,3.38940428556e-10,77,0.0684433873973,1.20883105295e-05,6.50096438486e-06
2020-08-21,1.87946139056e-05,5.83014847045e-10,77,0.0688203654758,1.10493644175e-05,7.74524948812e-06
2020-08-24,2.229079139e-05,6.21187019845e-10,77,0.0749485118617,1.229567908e-05,9.99511231008e-06
2020-08-25,1.85978184475e-05,4.8706549668e-10,77,0.0684591137014,9.38592980014e-06,9.2118886474e-06
2020-08-26,2.65419697701e-05,6.62131540243e-10,77,0.0817837170962,1.62710740922e-05,1.0270895678e-05
2020-08-27,6.7494898377e-05,5.58498331684e-09,77,0.130417461987,3.96312591537e-05,2.78636392233e-05
2020-08-28,1.85840569695e-05,3.4727413233e-10,77,0.0684337808126,1.09145910883e-05,7.66946588119e-06
2020-08-31,4.18609117618e-05,5.06715293445e-09,77,0.102708080325,1.47697026865e-05,2.70912090753e-05
2020-09-01,2.51644002006e-05,9.9793905534e-10,77,0.0796330889176,1.62016054493e-05,8.96279475132e-06
2020-09-02,4.40721186679e-05,2.93777189726e-09,77,0.105385833509,2.22836330436e-05,2.17884856244e-05
2020-09-03,0.000450624574037,3.11763321097e-07,77,0.336982777983,0.000147215970437,0.0003034086036
2020-09-04,0.00048605593136,2.71261226549e-07,77,0.349980134726,0.000202905698239,0.000283150233121
2020-09-08,0.00027221660805,8.8601499186e-08,77,0.261913316249,0.000107023227769,0.000165193380281
2020-09-09,0.000109839775083,2.06764829696e-08,77,0.166371942709,4.94338261683e-05,6.04059489147e-05
2020-09-10,0.000272477582558,6.79297368636e-08,77,0.262038834536,8.81686891041e-05,0.000184308893454
2020-09-11,0.000174377128923,3.19356443881e-08,77,0.209625944217,7.82795450592e-05,9.60975838643e-05
2020-09-14,6.41198437086e-05,4.44323166846e-09,77,0.127114911063,3.12011243196e-05,3.29187193891e-05
2020-09-15,3.52025810582e-05,1.5994614726e-09,77,0.0941862539157,1.39876337399e-05,2.12149473184e-05
2020-09-16,6.36171318021e-05,6.99654456094e-09,77,0.126615627843,1.86781136918e-05,4.49390181102e-05
2020-09-17,0.000125462417274,1.80395536847e-08,77,0.177810374144,7.43233585552e-05,5.11390587191e-05
2020-09-18,0.000113010831062,1.45561874396e-08,77,0.168756420404,4.34438821166e-05,6.95669489456e-05
2020-09-21,0.00013561949193,1.84731083022e-08,77,0.184867822961,7.09340665769e-05,6.4685425353e-05
2020-09-22,8.67605116068e-05,1.14487891773e-08,77,0.147863615961,3.84316287238e-05,4.83288828831e-05
2020-09-23,0.000128608311511,2.56673232107e-08,77,0.180025816207,3.1625723574e-05,9.69825879374e-05
2020-09-24,0.000209400756734,5.27409984674e-08,77,0.229715020617,0.000121049997524,8.83507592098e-05
2020-09-25,0.000119962191212,1.50079604938e-08,77,0.173869123727,7.7480543078e-05,4.24816481342e-05
2020-09-28,5.86508767846e-05,3.79257390218e-09,77,0.121573109484,2.84878990446e-05,3.016297774e-05
2020-09-29,5.65127582139e-05,4.02466973447e-09,77,0.119336562167,2.26792503796e-05,3.38335078343e-05
2020-09-30,0.000124764847871,2.65190928047e-08,77,0.177315373455,5.33108340976e-05,7.14540137739e-05
2020-10-01,6.66947419853e-05,5.0924182399e-09,77,0.129642103424,3.02928565695e-05,3.64018854157e-05
2020-10-02,0.000148773245597,2.53670421384e-08,77,0.193625561046,8.54107987857e-05,6.33624468112e-05
2020-10-05,2.15482667277e-05,6.21980505701e-10,77,0.0736896411673,1.63624938252e-05,5.18577290248e-06
2020-10-06,0.000206268078774,3.42133444591e-07,77,0.227990253851,3.18017920738e-05,0.0001744662867
2020-10-07,3.5181282188e-05,1.90238345585e-09,77,0.094157756512,1.86675759281e-05,1.65137062599e-05
2020-10-08,3.25317726253e-05,1.86679657429e-09,77,0.0905428445631,1.86737914968e-05,1.38579811285e-05
2020-10-09,2.44686566709e-05,1.01305331216e-09,77,0.0785245278946,1.43713431415e-05,1.00973135294e-05
2020-10-12,2.42473280027e-05,6.06965914059e-10,77,0.0781685784486,1.43845512465e-05,9.86277675619e-06
2020-10-13,6.01116614042e-05,3.75212292401e-09,77,0.123077774898,2.29301339464e-05,3.71815274579e-05
2020-10-14,6.68821544985e-05,4.72860523893e-09,77,0.129824123081,2.47869517695e-05,4.2095202729e-05
2020-10-15,4.83721830674e-05,2.85448264355e-09,77,0.110407382602,2.90733565584e-05,1.92988265089e-05
2020-10-16,4.25611726296e-05,2.07254199849e-09,77,0.103563581932,1.95485673943e-05,2.30126052353e-05
2020-10-19,9.33255552804e-05,1.05059258386e-08,77,0.153355925646,2.52836762691e-05,6.80418790113e-05
2020-10-20,0.0001053112664,2.58753307956e-08,77,0.162906228036,5.0055574652e-05,5.52556917479e-05
2020-10-21,9.36222775205e-05,1.73974922404e-08,77,0.153599524528,4.69481493371e-05,4.66741281834e-05
2020-10-22,7.47548601872e-05,7.88219606773e-09,77,0.13725241261,3.90818961281e-05,3.5672964059e-05
2020-10-23,3.53356771069e-05,2.03628835721e-09,77,0.0943641384793,1.61943467536e-05,1.91413303533e-05
2020-10-26,0.000106934611508,1.39040870484e-08,77,0.164157004419,4.64642313444e-05,6.04703801633e-05
2020-10-27,5.91128182595e-05,3.35833260496e-09,77,0.122050932817,2.69178415773e-05,3.21949766822e-05
2020-10-28,0.000183592303218,3.59320842927e-08,77,0.215093608485,7.40163316056e-05,0.000109575971613
2020-10-29,0.000173498279228,5.56977887137e-08,77,0.209097026199,8.09339684251e-05,9.25643108026e-05
2020-10-30,0.000295159555461,1.05242055378e-07,77,0.272727350987,0.000157760566854,0.000137398988607
2020-11-02,0.00011537023186,1.26602365981e-08,77,0.17050893944,6.82948770603e-05,4.70753548001e-05
2020-11-03,0.000124870832789,4.04481484945e-08,77,0.177390670169,6.55106498506e-05,5.93601829385e-05
2020-11-04,0.000169069685475,3.83162788775e-08,77,0.206411144902,8.8890041815e-05,8.01796436601e-05
2020-11-05,8.05167443024e-05,7.45423555443e-09,77,0.142443741752,3.83262352456e-05,4.21905090568e-05
2020-11-06,8.28073814008e-05,1.71730192341e-08,77,0.144455737557,3.91894405989e-05,4.36179408019e-05
2020-11-09,0.000243489641088,9.08886121311e-08,77,0.247708275102,9.27027590988e-05,0.000150786881989
2020-11-10,0.000158254866514,2.50512568925e-08,77,0.199700341416,8.34072116387e-05,7.48476548757e-05
2020-11-11,3.84563105615e-05,1.94707829425e-09,77,0.0984428273745,1.78354181318e-05,2.06208924297e-05
2020-11-12,7.367227236e-05,5.1453181217e-09,77,0.136254954533,3.07469722725e-05,4.29253000875e-05
2020-11-13,3.09897503738e-05,8.55566055429e-10,77,0.0883709063787,1.85190163919e-05,1.24707339819e-05
2020-11-16,5.53381659167e-05,6.74282649124e-09,77,0.118089871755,2.99402551413e-05,2.53979107754e-05
2020-11-17,3.09566992676e-05,1.32159786381e-09,77,0.0883237692552,1.6290695185e-05,1.46660040827e-05
2020-11-18,4.98026892211e-05,3.39985352489e-09,77,0.112028021868,1.31724454142e-05,3.66302438069e-05
2020-11-19,4.68550161741e-05,1.81103418994e-09,77,0.108662155675,2.76908109824e-05,1.91642051917e-05
2020-11-20,3.71703314549e-05,2.60709377247e-09,77,0.0967828679397,1.29488137748e-05,2.42215176801e-05
2020-11-23,5.1835548431e-05,3.70099774862e-09,77,0.114291549139,2.27531771436e-05,2.90823712874e-05
2020-11-24,2.54639324139e-05,6.18202481948e-10,77,0.0801056238245,1.76706933048e-05,7.79323910915e-06
2020-11-25,2.32087010619e-05,8.21337018285e-10,77,0.0764760921307,1.06035347307e-05,1.26051663312e-05
2020-11-27,9.04716142843e-06,1.13509735753e-10,72,0.0477481379738,4.27699755137e-06,4.77016387706e-06
2020-11-30,4.98309642458e-05,3.46916847737e-09,77,0.112059818802,2.50784327908e-05,2.4752531455e-05
2020-12-01,3.7504944735e-05,1.25411916502e-09,77,0.097217519374,1.95051328424e-05,1.79998118926e-05
2020-12-02,2.17947421249e-05,8.25412505986e-10,77,0.0741098847352,1.517893633e-05,6.61580579492e-06
2020-12-03,4.27101687849e-05,6.64797440673e-09,77,0.103744698823,1.70512194488e-05,2.56589493361e-05
2020-12-04,1.46469682752e-05,2.65599199984e-10,77,0.0607538970384,1.06984056494e-05,3.94856262578e-06
2020-12-07,2.09203481173e-05,9.10430369804e-10,77,0.0726080417417,1.18318098431e-05,9.08853827415e-06
2020-12-08,1.35911615537e-05,3.10593714317e-10,77,0.0585232664121,7.70490603807e-06,5.88625551565e-06
2020-12-09,6.41483989932e-05,3.75775695311e-09,77,0.127143212742,2.66222885582e-05,3.7526110435e-05
2020-12-10,5.20500850304e-05,6.73302135101e-09,77,0.114527819449,3.52981785473e-05,1.67519064831e-05
2020-12-11,3.78604983945e-05,1.5007843607e-09,77,0.0976772521901,2.05992567259e-05,1.72612416685e-05
2020-12-14,5.07657735424e-05,3.2503873592e-09,77,0.113106034024,1.5738839157e-05,3.50269343854e-05
2020-12-15,2.63443533682e-05,8.50650641928e-10,77,0.081478690765,1.45523509471e-05,1.17920024211e-05
2020-12-16,2.22778547307e-05,9.05381297287e-10,77,0.0749267601871,1.20085662254e-05,1.02692885053e-05
2020-12-17,1.5107658387e-05,3.66203109956e-10,77,0.0617019441633,7.67927944992e-06,7.4283789371e-06
2020-12-18,4.5142646384e-05,3.26476404186e-09,77,0.106658084029,2.12333306409e-05,2.39093157431e-05
2020-12-21,7.32280446634e-05,9.43943992366e-09,77,0.135843539615,3.36084298497e-05,3.96196148137e-05
2020-12-22,3.33501748378e-05,1.79410969548e-09,77,0.091674664216,1.22320427341e-05,2.11181321037e-05
2020-12-23,1.3645031463e-05,5.6414681866e-10,77,0.0586391330826,3.68629123828e-06,9.95874022471e-06
2020-12-24,1.27966237457e-05,2.31140546667e-10,66,0.0567868751025,6.77226065602e-06,6.02436308964e-06
2020-12-28,6.25477988108e-06,1.12125144261e-10,77,0.0397014424175,3.98553292478e-06,2.2692469563e-06
2020-12-29,3.51909098652e-05,1.31522027941e-09,77,0.094170639193,1.34537702666e-05,2.17371395986e-05
2020-12-30,1.13731867421e-05,2.04890458931e-10,77,0.0535354374131,3.92447720506e-06,7.44870953704e-06
2020-12-31,1.24410438712e-05,3.58885281828e-10,77,0.0559923481875,1.02223942332e-05,2.21864963804e-06
2021-01-04,0.000130234624018,1.68363717736e-08,77,0.181160495839,5.26011106912e-05,7.7633513327e-05
2021-01-05,6.55081646868e-05,5.60548644182e-09,77,0.128483685739,3.65511445692e-05,2.89570201176e-05
2021-01-06,0.000124724850581,2.57137556747e-08,77,0.177286949171,6.50446819618e-05,5.96801686194e-05
2021-01-07,3.81508300714e-05,3.49270552302e-09,77,0.0980510539361,2.56279866717e-05,1.25228433997e-05
2021-01-08,6.30798742007e-05,5.33743540849e-09,77,0.1260798489,2.61634176125e-05,3.69164565881e-05
2021-01-11,3.23782846812e-05,1.15268729899e-09,77,0.0903289972249,1.93359284894e-05,1.30423561918e-05
2021-01-12,3.94333412222e-05,1.67595794757e-09,77,0.0996855154373,2.24755264164e-05,1.69578148058e-05
2021-01-13,2.49228782766e-05,1.36854615495e-09,77,0.0792500178278,1.15467453138e-05,1.33761329628e-05
2021-01-14,2.17437709903e-05,8.62022451425e-10,77,0.0740231740036,7.61366028085e-06,1.41301107095e-05
2021-01-15,7.28071579985e-05,1.37643421492e-08,77,0.135452588811,2.82874466672e-05,4.45197113313e-05
2021-01-19,2.08206057369e-05,4.59431987117e-10,77,0.0724347475021,1.16906090854e-05,9.12999665147e-06
2021-01-20,2.11146560244e-05,5.52622844243e-10,77,0.072944453649,1.2288292608e-05,8.82636341641e-06
2021-01-21,1.52134962212e-05,3.58395713773e-10,77,0.0619176957562,7.43535511989e-06,7.77814110136e-06
2021-01-22,1.90796234297e-05,6.3218712234e-10,77,0.0693402127506,8.63765661016e-06,1.04419668196e-05
2021-01-25,0.000117334015602,3.29225536287e-08,77,0.171953982018,5.29742416017e-05,6.43597740004e-05
2021-01-26,2.44769965489e-05,7.02253249882e-10,77,0.0785379088742,9.12618878287e-06,1.53508077661e-05
2021-01-27,0.000138312124308,2.32083668597e-08,77,0.186694015238,5.33441772376e-05,8.49679470709e-05
2021-01-28,0.000118219220683,4.56923166066e-08,77,0.172601400957,7.42118967688e-05,4.40073239144e-05
2021-01-29,0.000245200477527,6.56370386349e-08,77,0.248576990763,0.000114108270532,0.000131092206994
2021-02-01,7.95515411027e-05,9.07975133352e-09,77,0.141587387708,3.69207884222e-05,4.26307526805e-05
2021-02-02,3.38601501007e-05,2.07467141892e-09,77,0.0923729279897,1.96745117345e-05,1.41856383663e-05
2021-02-03,3.3873524208e-05,1.863102793e-09,77,0.0923911689525,1.38212030413e-05,2.00523211667e-05
2021-02-04,1.97898458962e-05,7.97009865107e-10,77,0.0706189858738,1.4560058481e-05,5.22978741525e-06
2021-02-05,1.64302776835e-05,2.43219216084e-10,77,0.0643461729728,6.98301385947e-06,9.44726382403e-06
2021-02-08,1.25876759806e-05,2.1581620937e-10,77,0.0563213489462,6.73830205392e-06,5.84937392671e-06
2021-02-09,9.36474639493e-06,9.04807327099e-11,77,0.0485789675839,4.94411709541e-06,4.42062929951e-06
2021-02-10,7.24750455511e-05,1.2472017467e-08,77,0.135143299793,2.44659350536e-05,4.80091104975e-05
2021-02-11,4.13936636012e-05,2.56516947565e-09,77,0.102133262102,1.48110715983e-05,2.65825920029e-05
2021-02-12,1.42581461067e-05,5.15373792385e-10,77,0.059942078867,1.08077017652e-05,3.45044434151e-06
2021-02-16,3.89602610682e-05,2.19757950329e-09,77,0.0990857496777,1.55339656929e-05,2.34262953753e-05
2021-02-17,3.30276553323e-05,1.29541015438e-09,77,0.0912303082519,1.87667566299e-05,1.42608987024e-05
2021-02-18,3.27556374048e-05,1.24132143746e-09,77,0.0908538421092,1.77149319905e-05,1.50407054143e-05
2021-02-19,2.82150366407e-05,8.1022441315e-10,77,0.0843219380318,1.07306200377e-05,1.74844166029e-05
2021-02-22,3.17289423139e-05,2.48247273135e-09,77,0.0894186415861,1.42711435352e-05,1.74577987788e-05
2021-02-23,0.000129699859828,1.67929421819e-08,77,0.180788176263,6.76972924599e-05,6.20025673679e-05
2021-02-24,5.0074323233e-05,2.60293676109e-09,77,0.112333118245,3.24213309431e-05,1.76529922899e-05
2021-02-25,0.000138687307533,1.49608789052e-08,77,0.186947055335,4.68046548349e-05,9.18826526985e-05
2021-02-26,0.000282476439619,1.22698616621e-07,77,0.26680341599,0.000118049745494,0.000164426694125
2021-03-01,3.42811357833e-05,1.41891109292e-09,77,0.0929453937395,2.16787861051e-05,1.26023496782e-05
2021-03-02,7.30414651488e-05,5.99586724952e-09,77,0.135670369711,2.70145156578e-05,4.6026949491e-05
2021-03-03,0.00011504886147,1.63281488667e-08,77,0.17027129262,4.48736188933e-05,7.01752425764e-05
2021-03-04,0.000379229319089,1.17193118862e-07,77,0.30913716763,0.000153392109743,0.000225837209347
2021-03-05,0.000232970189928,5.83195497301e-08,77,0.242298344736,0.000123641970032,0.000109328219896
2021-03-08,0.000158115925654,2.68726720466e-08,77,0.199612658077,7.9774844141e-05,7.83410815125e-05
2021-03-09,4.37999709504e-05,3.91922774797e-09,77,0.105059948027,2.24804513313e-05,2.13195196191e-05
2021-03-10,8.04512685056e-05,5.05096669466e-09,77,0.142385812718,4.04899772913e-05,3.99612912144e-05
