date,close,ret
2022-07-13,378.83,-0.005252
2022-07-14,377.91,-0.002428
2022-07-15,385.13,0.019105
2022-07-18,381.95,-0.008257
2022-07-19,392.27,0.027019
2022-07-20,394.77,0.006373
2022-07-21,398.79,0.010183
2022-07-22,395.09,-0.009278
2022-07-25,395.57,0.001215
2022-07-26,390.89,-0.011831
2022-07-27,401.04,0.025966
2022-07-28,406.07,0.012542
2022-07-29,411.99,0.014579
2022-08-01,410.77,-0.002961
2022-08-02,408.06,-0.006597
2022-08-03,414.45,0.01566
2022-08-04,414.17,-0.000676
2022-08-05,413.47,-0.00169
2022-08-08,412.99,-0.001161
2022-08-09,411.35,-0.003971
2022-08-10,419.99,0.021004
2022-08-11,419.99,0
2022-08-12,427.1,0.016929
2022-08-15,428.86,0.004121
2022-08-16,429.7,0.001959
2022-08-17,426.65,-0.007098
2022-08-18,427.89,0.002906
2022-08-19,422.14,-0.013438
2022-08-22,413.35,-0.020823
2022-08-23,412.35,-0.002419
2022-08-24,413.67,0.003201
2022-08-25,419.51,0.014118
2022-08-26,405.31,-0.033849
2022-08-29,402.63,-0.006612
2022-08-30,398.21,-0.010978
2022-08-31,395.18,-0.007609
2022-09-01,396.42,0.003138
2022-09-02,392.24,-0.010544
2022-09-06,390.76,-0.003773
2022-09-07,397.78,0.017965
2022-09-08,400.38,0.006536
2022-09-09,406.6,0.015535
2022-09-12,410.97,0.010748
2022-09-13,393.1,-0.043482
2022-09-14,394.6,0.003816
2022-09-15,390.12,-0.011353
2022-09-16,385.56,-0.007597
2022-09-19,388.55,0.007755
2022-09-20,384.09,-0.011479
2022-09-21,377.39,-0.017444
2022-09-22,374.22,-0.0084
2022-09-23,367.95,-0.016755
2022-09-26,364.31,-0.009893
2022-09-27,363.38,-0.002553
2022-09-28,370.53,0.019676
2022-09-29,362.79,-0.020889
2022-09-30,357.18,-0.015464
2022-10-03,366.61,0.026401
2022-10-04,377.97,0.030987
2022-10-05,377.09,-0.002328
2022-10-06,373.2,-0.010316
2022-10-07,362.79,-0.027894
2022-10-10,360.02,-0.007635
2022-10-11,357.74,-0.006333
2022-10-12,356.56,-0.003298
2022-10-13,365.97,0.026391
2022-10-14,357.63,-0.022789
2022-10-17,366.82,0.025697
2022-10-18,371.13,0.01175
2022-10-19,368.5,-0.007086
2022-10-20,365.41,-0.008385
2022-10-21,374.29,0.024301
2022-10-24,378.87,0.012236
2022-10-25,384.92,0.015969
2022-10-26,382.02,-0.007534
2022-10-27,379.98,-0.00534
2022-10-28,389.02,0.023791
2022-10-31,386.21,-0.007223
2022-11-01,384.52,-0.004376
2022-11-02,374.87,-0.025096
2022-11-03,371.01,-0.010297
2022-11-04,376.35,0.014393
2022-11-07,379.95,0.009566
2022-11-08,382,0.005395
2022-11-09,374.13,-0.020602
2022-11-10,394.69,0.054954
2022-11-11,398.51,0.009679
2022-11-14,395.12,-0.008507
2022-11-15,398.49,0.008529
2022-11-16,395.45,-0.007629
2022-11-17,394.24,-0.00306
2022-11-18,396.03,0.00454
2022-11-21,394.59,-0.003636
2022-11-22,399.9,0.013457
2022-11-23,402.42,0.006302
2022-11-25,402.33,-0.000224
2022-11-28,395.91,-0.015957
2022-11-29,395.23,-0.001718
2022-11-30,407.68,0.031501
2022-12-01,407.38,-0.000736
2022-12-02,406.91,-0.001154
2022-12-05,399.59,-0.017989
2022-12-06,393.83,-0.014415
2022-12-07,393.16,-0.001701
2022-12-08,396.24,0.007834
2022-12-09,393.28,-0.00747
2022-12-12,398.95,0.014417
2022-12-13,401.97,0.00757
2022-12-14,399.4,-0.006394
2022-12-15,389.63,-0.024462
2022-12-16,383.27,-0.011751
2022-12-19,380.02,-0.00848
2022-12-20,380.54,0.001368
2022-12-21,386.23,0.014952
2022-12-22,380.72,-0.014266
2022-12-23,382.91,0.005752
2022-12-27,381.4,-0.003944
2022-12-28,376.66,-0.012428
2022-12-29,383.44,0.018
2022-12-30,382.43,-0.002634
2023-01-03,380.82,-0.00421
2023-01-04,383.76,0.00772
